FIA_Code,CommonName,ScientificName,USDASP
010,Fir Spp.,Abies,ABIES
011,Pacific silver fir,Abies amabilis,ABAM
012,Balsam Fir,Abies balsamea (L.) Mill.,ABBA
014,bristlecone fir,Abies bracteata,ABBR
015,white fir,Abies concolor,ABCO
016,Fraser Fir,Abies fraseri (Pursh) Poir.,ABFR
017,grand fir,Abies grandis,ABGR
018,corkbark fir,Abies lasiocarpa var. arizonica,ABLAA
019,subalpine fir,Abies lasiocarpa,ABLA
020,California red fir,Abies magnifica,ABMA
021,Shasta red fir,Abies ×shastensis,ABSH
022,noble fir,Abies procera,ABPR
040,Cedar species,Chamaecyparis spp.,CHAMA4
041,Port Orford cedar,Chamaecyparis lawsoniana,CHLA
042,Alaska cedar,Callitropsis nootkatensis,CANO9
043,Atlantic White-Cedar,"Chamaecyparis thyoides (L.) Britton, Sterns & Poggenb.",CHTH2
050,cypress species,Cupressus,CUPRE
051,Arizona cypress,Cupressus arizonica,CUAR
052,Modoc cypress,Cupressus bakeri,CUBA
053,tecate cypress,Cupressus forbesii,CUFO2
054,Monterey cypress,Cupressus macrocarpa,CUMA2
055,Sargent's cypress,Cupressus sargentii,CUSA3
056,MacNab's cypress,"Cupressus macnabiana, DW Added",Cu-Ma
057,juniper species,Juniperus,JUNIP
058,Pinchot's juniper,Juniperus pinchotii,JUPI
059,redberry juniper,Juniperus coahuilensis,JUCO11
060,Drooping Juniper,Juniperus flaccida,Dr-Ju
061,Ashe Juniper,Juniperus ashei J. Buchholz,JUAS
062,California juniper,Juniperus californica,JUCA7
063,alligator juniper,Juniperus deppeana,JUDE2
064,western juniper,Juniperus occidentalis,JUOC
065,Utah juniper,Juniperus osteosperma,JUOS
066,Rocky Mountain juniper,Juniperus scopulorum,JUSC2
067,Southern Redcedar,Juniperus virginiana L. var. silicicola (Small) J. Silba,JUVIS
068,eastern redcedar,Juniperus virginiana,JUVI
069,oneseed juniper,Juniperus monosperma,JUMO
070,larch species,Larix,LARIX
071,tamarack,Larix laricina,LALA
072,subalpine larch,Larix lyallii,LALY
073,western larch,Larix occidentalis,LAOC
081,incense cedar,Calocedrus decurrens,CADE27
090,spruce species,Picea,PICEA
091,Norway Spruce,Picea abies (L.) Karst.,PIAB
092,Brewer spruce,Picea breweriana,PIBR
093,Engelmann spruce,Picea engelmannii,PIEN
094,white spruce,Picea glauca,PIGL
095,black spruce,Picea mariana,PIMA
096,blue spruce,Picea pungens,PIPU
097,Red Spruce,Picea rubens Sarg.,PIRU
098,Sitka spruce,Picea sitchensis,PISI
100,pine species,Pinus,PINUS
101,whitebark pine,Pinus albicaulis,PIAL
102,bristlecone pine,Pinus aristata,PIAR
103,knobcone pine,Pinus attenuata,PIAT
104,foxtail pine,Pinus balfouriana,PIBA
105,Jack Pine,Pinus banksiana Lamb.,PIBA2
106,common or Twoneedle pinyon,Pinus edulis,PIED
107,Sand Pine,Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg.,PICL
108,lodgepole pine,Pinus contorta,PICO
109,Coulter pine,Pinus coulteri,PICO3
110,Shortleaf Pine,Pinus echinata Mill.,PIEC2
111,Slash Pine,Pinus elliottii Engelm.,PIEL
112,Apache pine,Pinus engelmannii,PIEN2
113,limber pine,Pinus flexilis,PIFL2
114,southwestern white pine,Pinus strobiformis,PIST3
115,Spruce Pine,Pinus glabra Walter,PIGL2
116,Jeffrey pine,Pinus jeffreyi,PIJE
117,sugar pine,Pinus lambertiana,PILA
118,Chihuahuan pine,Pinus leiophylla var. chihuahuana,PILEC
119,western white pine,Pinus monticola,PIMO3
120,Bishop pine,Pinus muricata,PIMU
121,Longleaf Pine,Pinus palustris Mill.,PIPA2
122,ponderosa pine,Pinus ponderosa,PIPO
123,Table Mtn Pine,Pinus pungens Lamb.,PIPU5
124,Monterey pine,Pinus radiata,PIRA2
125,Red Pine,Pinus resinosa Aiton,PIRE
126,Pitch Pine,Pinus rigida Mill.,PIRI
127,California foothill pine,Pinus sabiniana,PISA2
128,Pond Pine,Pinus serotina Michx.,PISE
129,Eastern White Pine,Pinus strobus L.,PIST
130,Scotch pine,Pinus sylvestris,PISY
131,Loblolly Pine,Pinus taeda L.,PITA
132,Virginia Pine,Pinus virginiana Mill.,PIVI2
133,singleleaf pinyon,Pinus monophylla,PIMO
134,border pinyon,Pinus discolor,PIDI3
135,Arizona pine,Pinus arizonica,PIAR5
136,Austrian pine,Pinus nigra,PINI
137,Washoe pine,Pinus washoensis,PIWA
138,Parry pinyon,Pinus quadrifolia,PIQU
139,Torrey pine,Pinus torreyana,PITO
140,Mexican pinyon,Pinus cembroides,PICE
141,Papershell pinyon pine,Pinus remota,Pi-Re
142,Great Basin bristlecone pine,Pinus longaeva,PILO
143,Arizona pinyon pine,Pinus monophylla var. fallax,PIMOF
144,Carribean Pine,Pinus elliottii Engelm. var. elliottii,PIELE2
200,Douglas-fir species,Pseudotsuga,PSEUD7
201,bigcone Douglas-fir,Pseudotsuga macrocarpa,PSMA
202,Douglas-fir,Pseudotsuga menziesii,PSME
211,redwood,Sequoia sempervirens,SESE3
212,giant sequoia,Sequoiadendron giganteum,SEGI2
220,Cypress Spp.,Cupressus L.,TAXOD
221,Baldcypress,Taxodium distichum (L.) Rich.,TADI2
222,Pondcypress,Taxodium ascendens Brongn.,TAAS
223,Montezuma baldcypress,Taxodium mucronatum,Ta-Mu
230,yew species,Taxus,TAXUS
231,Pacific yew,Taxus brevifolia,TABR2
232,Florida Yew,Taxus floridana Nutt. ex Chapm.,TAFL
240,Thuja species,Thuja spp.,THUJA
241,Northern White-Cedar,Thuja occidentalis L.,THOC2
242,western red cedar,Thuja plicata,THPL
250,Torreya Spp.,Torreya Arn.,TORRE
251,California nutmeg,Torreya californica,TOCA
252,Florida Torreya,Torreya taxifolia Arn.,TOTA
260,hemlock species,Tsuga,TSUGA
261,Eastern Hemlock,Tsuga canadensis (L.) Carrière,TSCA
262,Carolina Hemlock,Tsuga caroliniana Engelm.,TSCA2
263,western hemlock,Tsuga heterophylla,TSHE
264,mountain hemlock,Tsuga mertensiana,TSME
270,Austrian Pine (old code),Pinus nigra Arnold (old code),Pi-NiAr
290,"tree, evergreen",Other Softwood,Ot-Os2
298,"tree, evergreen species",Other Softwood,Ot-Os
299,Unknown Live/Dead Conifer,Other softwood,2TE
300,acacia species,Acacia,ACACI
303,Sweet Acacia,Acacia farnesiana (L.) Willd.,ACFA
304,Catclaw Acacia,Acacia greggii A. Gray,ACGR
310,maple species,Acer,ACER
311,Florida Maple,Acer barbatum Michx.,ACBA3
312,bigleaf maple,Acer macrophyllum,ACMA3
313,Boxelder,Acer negundo L.,ACNE2
314,Black Maple,Acer nigrum Michx. f.,ACNI5
315,Striped Maple,Acer pensylvanicum L.,ACPE
316,Red Maple,Acer rubrum L.,ACRU
317,Silver Maple,Acer saccharinum L.,ACSA2
318,Sugar Maple,Acer saccharum Marsh.,ACSA3
319,Mountain Maple,Acer spicatum Lam.,ACSP2
320,Norway Maple,Acer platanoides L.,ACPL
321,Rocky Mountain maple,Acer glabrum,ACGL
322,bigtooth maple,Acer grandidentatum,ACGR3
323,Chalk Maple,Acer leucoderme Small,ACLE
330,"buckeye, horsechestnut",Aesculus,AESCU
331,Ohio buckeye,Aesculus glabra,AEGL
332,Yellow Buckeye,Aesculus flava Aiton,AEFL
333,California buckeye,Aesculus californica,AECA
334,Texas Buckeye,Aesculus glabra Willd. var. arguta (Buckley) B.L. Rob.,AEGLA
336,Red Buckeye,Aesculus pavia L.,AEPA
337,Painted Buckeye,Aesculus sylvatica Bartram,AESY
341,tree of heaven or Ailanthus,Ailanthus altissima,AIAL
345,"Mimosa, Silktree",Albizia julibrissin Durazz.,ALJU
350,alder species,Alnus,ALNUS
351,red alder,Alnus rubra,ALRU2
352,white alder,Alnus rhombifolia,ALRH2
353,Arizona Alder,"Added, DKW",Ad-Dk
355,European alder,Alnus glutinosa,ALGL2
356,Serviceberry Spp.,Amelanchier Medik.,AMELA
357,Common Serviceberry,Amelanchier arborea (Michx. f.) Fernald,AMAR3
358,Roundleaf Serviceberry,Amelanchier sanguinea (Pursh) DC.,AMSA
360,madrone species,Arbutus,ARBUT
361,Pacific madrone,Arbutus menziesii,ARME
362,Arizona madrone,Arbutus arizonica,ARAR2
363,Texas madrone,Arbutus xalapensis,Ar-Xa
367,Pawpaw,Asimina triloba (L.) Dunal,ASTR
370,birch species,Betula,BETUL
371,Yellow Birch,Betula alleghaniensis Britton,BEAL2
372,Sweet Birch,Betula lenta L.,BELE
373,River Birch,Betula nigra L.,BENI
374,water birch,Betula occidentalis,BEOC2
375,paper birch,Betula papyrifera,BEPA
376,Western paper birch,Betula papyrifera,Be-Pa
377,Virginia Roundleaf Birch,Betula uber (Ashe) Fernald,BEUB
378,birch,Betula ×utahensis,BEUT
379,Gray Birch,Betula populifolia Marsh.,BEPO
381,"Chittamwood, Gum Bumelia",Sideroxylon lanuginosum Michx. ssp. lanuginosum,SILAL3
391,"Am Hornbeam, Musclewood",Carpinus caroliniana Walter,CACA18
400,Hickory Spp.,Carya Nutt.,CARYA
401,Water Hickory,Carya aquatica (Michx. f.) Nutt.,CAAQ2
402,Bitternut Hickory,Carya cordiformis (Wangenh.) K. Koch,CACO15
403,Pignut Hickory,Carya glabra (Mill.) Sweet,CAGL8
404,Pecan,Carya illinoinensis (Wangenh.) K. Koch,CAIL2
405,Shellbark Hickory,Carya laciniosa (Michx. f.) G. Don,CALA21
406,Nutmeg Hickory,Carya myristiciformis (Michx. f.) Nutt.,CAMY
407,Shagbark Hickory,Carya ovata (Mill.) K. Koch,CAOV2
408,Black Hickory,Carya texana Buckley,CATE9
409,Mockernut Hickory,Carya alba (L.) Nutt.,CAAL27
410,Sand Hickory,Carya pallida (Ashe) Engl. & Graebn.,CAPA24
411,Scrub Hickory,Carya floridana Sarg.,CAFL6
412,Red Hickory,Carya ovalis (Wangenh.) Sarg.,CAOV3
413,Southern Shagbark Hickory,Carya carolinae-septentrionalis (Ashe) Engl. & Graebn.,CACA38
420,Chesnut Spp.,Castanea Mill.,CASTA
421,American Chestnut,Castanea dentata (Marsh.) Borkh.,CADE12
422,Allegheny Chinkapin,Castanea pumila (L.) Mill.,CAPU9
423,Ozark Chinkapin,Castanea pumila (L.) Mill. var. ozarkensis (Ashe) Tucker,CAPUO
424,Chinese Chesnut,Castanea mollissima Blume,CAMO83
431,giant chinquapin,Chrysolepis chrysophylla var. chrysophylla,CHCHC4
450,Catalpa Spp.,Catalpa Scop.,CATAL
451,Southern Catalpa,Catalpa bignonioides Walter,CABI8
452,Northern Catalpa,Catalpa speciosa (Warder) Warder ex Engelm.,CASP8
460,Hackberry Spp.,Celtis L.,CELTI
461,Sugarberry,Celtis laevigata Willd.,CELA
462,Hackberry,Celtis occidentalis L.,CEOC
463,Netleaf Hackberry,Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson,CELAR
471,Eastern Redbud,Cercis canadensis L.,CECA4
475,curl-leaf mountain mahogany,Cercocarpus ledifolius,CELE3
476,True mountain mahogany,Cercocarpus,Ce-Mm
477,Hairy mountain mahogany,Cercocarpus,Ce-CeH
478,birchleaf mountain mahogany,Cercocarpus alnifolius,CEAL8
479,Littleleaf mountain mahogany,Cercocarpus,Ce-CeL
481,Yellowwood,Cladrastis kentukea (Dum. Cours.) Rudd,CLKE
490,dogwood species,Cornus,CORNU
491,Flowering Dogwood,Cornus florida L.,COFL2
492,Pacific dogwood,Cornus nuttallii,CONU4
500,hawthorn species,Crataegus,CRATA
501,Cockspur Hawthorn,Crataegus crus-galli L.,CRCR2
502,Downy Hawthorn,Crataegus mollis Scheele,CRMO2
503,Brainerd Hawthorn,Crataegus brainerdii Sarg.,CRBR3
504,Pear Hawthorn,Crataegus calpodendron (Ehrh.) Medik.,CRCA
505,Fireberry Hawthorn,Crataegus chrysocarpa Ashe,CRCH
506,Broadleaf Hawthorn,Crataegus dilatata Sarg.,CRDI
507,Fanleaf Hawthorn,Crataegus flabellata (Bosc ex Spach) K. Koch,CRFL
508,Oneseed Hawthorn,Crataegus monogyna Jacq.,CRMO3
509,Scarlet Hawthorn,Crataegus pedicellata Sarg.,CRPE
510,Eucalyptus,Eucalyptus L'Hér.,EUCAL
511,Tasmanian bluegum,Eucalyptus globulus,Eu-Gl
512,River Redgum,Eucalyptus camaldulensis Dehnh.,EUCA2
513,Grand Eucalyptus,Eucalyptus grandis W. Hill ex Maid.,EUGR12
514,Swamp Mahogany,Eucalyptus robusta Sm.,EURO2
520,Persimmon Spp.,Diospyros L.,DIOSP
521,Common Persimmon,Diospyros virginiana L.,DIVI5
522,Texas Persimmon,Diospyros texana Scheele,DITE3
523,Anacua knockaway,Ehretia anacua,Eh-An
531,American Beech,Fagus grandifolia Ehrh.,FAGR
540,ash species,Fraxinus,FRAXI
541,White Ash,Fraxinus americana L.,FRAM2
542,Oregon ash,Fraxinus latifolia,FRLA
543,Black Ash,Fraxinus nigra Marsh.,FRNI
544,green ash,Fraxinus pennsylvanica,FRPE
545,Pumpkin Ash,Fraxinus profunda (Bush) Bush,FRPR
546,Blue Ash,Fraxinus quadrangulata Michx.,FRQU
547,velvet ash,Fraxinus velutina,FRVE2
548,Carolina Ash,Fraxinus caroliniana Mill.,FRCA3
549,Texas Ash,Fraxinus texensis (A. Gray) Sarg.,FRTE
550,Locust Spp.,Gleditsia L.,GLEDI
551,Waterlocust,Gleditsia aquatica Marsh.,GLAQ
552,Honeylocust,Gleditsia triacanthos L.,GLTR
555,Loblolly-Bay,Gordonia lasianthus (L.) Ellis,GOLA
561,Ginkgo,Ginkgo biloba L.,GIBI2
571,Kentucky Coffeetree,Gymnocladus dioicus (L.) K. Koch,GYDI
580,Silverbell Spp.,Halesia Ellis ex L.,HALES
581,Carolina Silverbell,Halesia carolina L.,HACA3
582,Two-Wing Silverbell,Halesia diptera Ellis,HADI3
583,Little Silverbell,Halesia parviflora,HAPA2
590,Holly,Ilex opaca Aiton,Il-OpAi
591,American Holly,Ilex opaca Aiton,ILOP
600,walnut species,Juglans,JUGLA
601,Butternut,Juglans cinerea L.,JUCI
602,Black Walnut,Juglans nigra L.,JUNI
603,Northern California walnut,Juglans hindsii,JUHI
604,Southern California walnut,Juglans californica,JUCA
605,Texas walnut,Juglans microcarpa,JUMI
606,Arizona Walnut,Juglans major (Torr.) A. Heller,JUMA
611,Sweetgum,Liquidambar styraciflua L.,LIST2
621,Yellow-Poplar,Liriodendron tulipifera L.,LITU
631,tanoak,Lithocarpus densiflorus,LIDE3
641,Osage-Orange,Maclura pomifera (Raf.) C.K. Schneid.,MAPO
650,Magnolia Spp.,Magnolia L.,MAGNO
651,Cucumbertree,Magnolia acuminata (L.) L.,MAAC
652,Southern Magnolia,Magnolia grandiflora L.,MAGR4
653,Sweetbay,Magnolia virginiana L.,MAVI2
654,Bigleaf Magnolia,Magnolia macrophylla Michx.,MAMA2
655,Mountain Magnolia,Magnolia fraseri Walter,MAFR
657,Pyramid Magnolia,Magnolia pyramidata Bartram,MAPY
658,Umbrella Magnolia,Magnolia tripetala (L.) L.,MATR
660,apple species,Malus,MALUS
661,Oregon crabapple,Malus fusca,MAFU
662,Southern Crabapple,Malus angustifolia (Aiton) Michx.,MAAN3
663,Sweet Crabapple,Malus coronaria (L.) Mill.,MACO5
664,Prairie Crabapple,Malus ioensis (Alph. Wood) Britton,MAIO
680,Mulberry Spp.,Morus L.,MORUS
681,White Mulberry,Morus alba L.,MOAL
682,Red Mulberry,Morus rubra L.,MORU2
683,Texas Mulberry,Morus microphylla Buckley,MOMI
684,Black Mulberry,Morus nigra L.,MONI
690,Tupelo Spp.,Nyssa L.,NYSSA
691,Water Tupelo,Nyssa aquatica L.,NYAQ2
692,Ogeechee Tupelo,Nyssa ogeche Bartram ex Marsh.,NYOG
693,Blackgum,Nyssa sylvatica Marsh.,NYSY
694,Swamp Tupelo,Nyssa biflora Walter,NYBI
701,E. Hophornbeam,Ostrya virginiana (Mill.) K. Koch,OSVI
711,Sourwood,Oxydendrum arboreum (L.) DC.,OXAR
712,"Paulownia, Empresstree",Paulownia tomentosa (Thunb.) Siebold & Zucc. ex Steud.,PATO2
720,Bay Spp.,Persea Mill.,PERSE
721,Redbay,Persea borbonia (L.) Spreng.,PEBO
722,"Water-Elm, Planertree",Planera aquatica J.F. Gmel.,PLAQ
729,Sycamore species,Platanus spp.,PLATA
730,California sycamore,Platanus racemosa,PLRA
731,Sycamore,Platanus occidentalis L.,PLOC
732,Arizona sycamore,Platanus wrightii,Pl-Wr
740,cottonwood species,Populus,POPUL
741,balsam poplar,Populus balsamifera,POBA2
742,Eastern Cottonwood,Populus deltoides Bartram ex Marsh.,PODE3
743,Bigtooth Aspen,Populus grandidentata Michx.,POGR4
744,Swamp Cottonwood,Populus heterophylla L.,POHE4
745,plains cottonwood,Populus deltoides ssp. monilifera,PODEM
746,quaking aspen,Populus tremuloides,POTR5
747,black cottonwood,Populus balsamifera ssp. trichocarpa,POBAT
748,Fremont cottonwood,Populus fremontii,POFR2
749,narrowleaf cottonwood,Populus angustifolia,POAN3
752,Silver Poplar,Populus alba L.,POAL7
753,Lombardy Poplar,Populus nigra L.,PONI
755,mesquite species,Prosopis,PROSO
756,honey mesquite,Prosopis glandulosa var. torreyana,PRGLT
757,velvet mesquite,Prosopis velutina,PRVE
758,screwbean mesquite,Prosopis pubescens,PRPU
760,plum/cherry species,Prunus,PRUNU
761,Pin Cherry,Prunus pensylvanica L. f.,PRPE2
762,Black Cherry,Prunus serotina Ehrh.,PRSE2
763,Chokecherry,Prunus virginiana L.,PRVI
764,Peach,Prunus persica (L.) Batsch,PRPE3
765,Canada Plum,Prunus nigra Aiton,PRNI
766,Wild Plum,Prunus americana Marsh.,PRAM
768,bitter cherry,Prunus emarginata,PREM
769,Allegheny Plum,Prunus alleghaniensis Porter,PRAL5
770,Chickasaw Plum,Prunus angustifolia Marsh.,PRAN3
771,"Sweet Cherry, Domesticated",Prunus avium (L.) L.,PRAV
772,"Sour Cherry, Domesticated",Prunus cerasus L.,PRCE
773,"European Plum, Domesticated",Prunus domestica L.,PRDO
774,"Mahaleb Plum, Domesticated",Prunus mahaleb L.,PRMA
800,"oak, deciduous species",Quercus,QUERC
801,California live oak,Quercus agrifolia,QUAG
802,White Oak,Quercus alba L.,QUAL
803,Arizona white oak,Quercus arizonica,QUAR
804,Swamp White Oak,Quercus bicolor Willd.,QUBI
805,canyon live oak,Quercus chrysolepis,QUCH2
806,Scarlet Oak,Quercus coccinea Münchh.,QUCO2
807,blue oak,Quercus douglasii,QUDO
808,Durand Oak,Quercus sinuata Walter var. sinuata,QUSIS
809,Northern Pin Oak,Quercus ellipsoidalis E.J. Hill,QUEL
810,Emory oak,Quercus emoryi,QUEM
811,Engelmann oak,Quercus engelmannii,QUEN
812,Southern Red Oak,Quercus falcata Michx.,QUFA
813,Cherrybark Oak,Quercus pagoda Raf.,QUPA5
814,Gambel oak,Quercus gambelii,QUGA
815,Oregon white oak,Quercus garryana,QUGA4
816,"Bear Oak, Scrub Oak",Quercus ilicifolia Wangenh.,QUIL
817,Shingle Oak,Quercus imbricaria Michx.,QUIM
818,California black oak,Quercus kelloggii,QUKE
819,Turkey Oak,Quercus laevis Walter,QULA2
820,Laurel Oak,Quercus laurifolia Michx.,QULA3
821,valley oak,Quercus lobata,QULO
822,Overcup Oak,Quercus lyrata Walter,QULY
823,bur oak,Quercus macrocarpa,QUMA2
824,Blackjack Oak,Quercus marilandica Münchh.,QUMA3
825,Swamp Chestnut Oak,Quercus michauxii Nutt.,QUMI
826,chinkapin oak,Quercus muehlenbergii,QUMU
827,Water Oak,Quercus nigra L.,QUNI
828,Nutall Oak,Quercus nuttallii,QUNU
829,Mexican blue oak,Quercus oblongifolia,QUOB
830,Pin Oak,Quercus palustris Münchh.,QUPA2
831,Willow Oak,Quercus phellos L.,QUPH
832,Chestnut Oak,Quercus prinus L.,QUPR2
833,Northern Red Oak,Quercus rubra L.,QURU
834,Shumard Oak,Quercus shumardii Buckley,QUSH
835,Post Oak,Quercus stellata Wangenh.,QUST
836,Delta Post Oak,Quercus similis Ashe,QUSI2
837,Black Oak,Quercus velutina Lam.,QUVE
838,Live Oak,Quercus virginiana Mill.,QUVI
839,interior live oak,Quercus wislizeni,QUWI2
840,Dwarf Post Oak,Quercus margarettae (Ashe) Small,QUMA6
841,Dwarf Live Oak,Quercus minima (Sarg.) Small,QUMI2
842,Bluejack Oak,Quercus incana Bartram,QUIN
843,silverleaf oak,Quercus hypoleucoides,QUHY
844,Oglethorpe Oak,Quercus oglethorpensis Duncan,QUOG
845,Dwarf Chinkapin Oak,Quercus prinoides Willd.,QUPR
846,gray oak,Quercus grisea,QUGR3
847,netleaf oak,Quercus rugosa,Qu-Ru
850,"oak, evergreen species",Quercus,Qu-Qu
851,Chisos oak,Quercus graciliformis,Qu-Gr
852,Torchwood,Amyris elemifera L.,AMEL
853,Pond Apple,Annona glabra L.,ANGL4
854,Gumbo Limbo,Bursera simaruba (L.) Sarg.,BUSI
855,Sheoak Spp.,Casuarina Rumph. ex L.,CASUA
856,Gray Sheoak,Casuarina glauca Siebold ex Spreng.,CAGL11
857,Australian Pine,Casuarina lepidophloia F. Muell.,CALE28
858,Camphor Tree,Cinnamomum camphora (L.) J. Presl,CICA
859,Fiddlewood,Citharexylum fruticosum,CIFR
860,Citrus Spp.,Citrus L.,CITRU2
863,Pigeon Plum,Coccoloba diversifolia Jacq.,CODI8
864,Soldierwood,Colubrina elliptica (Sw.) Briz. & Stern,COEL2
865,Geiger Tree,Cordia sebestena L.,COSE2
866,Carrotwood,Cupaniopsis anacardioides (A. Rich.) Radlk.,CUAN4
867,Bluewood,Condalia hookeri,Co-Ho
868,Blackbead ebony,Ebenopsis ebano,Eb-Eb
869,Great leucaene,Leucaena pulverulenta,Le-Pu
870,Texas sophora,Sophora affinis,So-Af
873,Red Stopper,Eugenia rhombea (Berg) Krug & Urb.,EURH
874,"Inkwood, Butterbough",Exothea paniculata (Juss.) Radlk.,EXPA
876,Strangler Fig,Ficus aurea Nutt.,FIAU
877,"Shortleaf Fig, Wild Banyantree",Ficus citrifolia Mill.,FICI
882,"Blolly, Beeftree",Guapira discolor (Spreng.) Little,GUDI
883,Manchineel,Hippomane mancinella L.,HIMA2
884,False Tamarind,Lysiloma latisiliquum (L.) Benth.,LYLA3
885,Mango,Mangifera indica L.,MAIN3
886,Poisonwood,Metopium toxiferum (L.) Krug & Urb.,METO3
887,Fishpoison Tree,Piscidia piscipula (L.) Sarg.,PIPI3
888,"Schefflera, Octopus Tree",Schefflera actinophylla (Endl.) Harms,SCAC2
890,False Mastic,Sideroxylon foetidissimum Jacq.,SIFO
891,"White Bully, Willow Bustic",Sideroxylon salicifolium (L.) Lam.,SISA6
895,Paradise Tree,Simarouba glauca DC.,SIGL3
896,Java Plum,Syzygium cumini (L.) Skeels,SYCU
897,Tamarind,Tamarindus indica L.,TAIN2
901,black locust,Robinia pseudoacacia,ROPS
902,New Mexico locust,Robinia neomexicana,RONE
906,Paurotis Palm,Acoelorrhaphe wrightii (Griseb. & H. Wendl.) H. Wendl. ex Becc.,ACWR4
907,Silver Palm,Coccothrinax argentata (Jacq.) L.H. Bailey,COAR
908,Coconut Palm,Cocos nucifera L.,CONU
909,Royal Palm Spp.,Roystonea O.F. Cook,ROYST
911,Mexican palmetto,Sabal mexicana,Sa-Me
912,Cabbage Palmetto,Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.,SAPA
913,Key Thatch Palm,Thrinax morrisii H. Wendl.,THMO4
914,Florida Thatch Palm,Thrinax radiata Lodd. ex Schult. & Schult. f.,THRA2
915,Other Palms,Areca L.,ARECA
919,Western Soapberry,Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson,SASAD
920,willow species,Salix,SALIX
921,Peachleaf Willow,Salix amygdaloides Andersson,SAAM2
922,Black Willow,Salix nigra Marsh.,SANI
923,Diamond Willow,Salix eriocephala,SAERF
924,Bonpland willow,Salix bonplandiana,Sa-Bo
925,Coastal Plain Willow,Salix caroliniana Michx.,SACA5
926,Balsam Willow,Salix pyrifolia Andersson,SAPY
927,White Willow,Salix alba L.,SAAL2
928,Scouler's willow,Salix scouleriana,SASC
929,Weeping Willow,Salix ×sepulcralis Simonkai [alba × ?pendulina],SASE10
931,Sassafras,Sassafras albidum (Nutt.) Nees,SAAL5
934,Mountain Ash Spp.,Sorbus L.,SORBU
935,American Mtn-Ash,Sorbus americana Marsh.,SOAM3
936,European Mtn-Ash,Sorbus aucuparia L.,SOAU
937,Northern Mountain Ash,Sorbus decora (Sarg.) C.K. Schneid.,SODE3
940,Mahogany,Swietenia mahagoni (L.) Jacq.,SWMA2
950,Basswood Spp.,Tilia L.,TILIA
951,American Basswood,Tilia americana L.,TIAM
952,White Basswood,Tilia americana L. var. heterophylla (Vent.) Louden,TIAMH
953,Carolina Basswood,Tilia americana L. var. caroliniana (Mill.) Castigl.,TIAMC
970,Elm Spp.,Ulmus L.,ULMUS
971,Winged Elm,Ulmus alata Michx.,ULAL
972,American Elm,Ulmus americana L.,ULAM
973,Cedar Elm,Ulmus crassifolia Nutt.,ULCR
974,Siberian Elm,Ulmus pumila L.,ULPU
975,Slippery Elm,Ulmus rubra Muhl.,ULRU
976,September Elm,Ulmus serotina Sarg.,ULSE
977,Rock Elm,Ulmus thomasii Sarg.,ULTH
981,California laurel,Umbellularia californica,UMCA
982,Joshua tree,Yucca brevifolia,Yu-Br
986,Black Mangrove,Avicennia germinans (L.) L.,AVGE
987,Buttonwood Mangrove,Conocarpus erectus L.,COER2
988,White Mangrove,Laguncularia racemosa (L.) C.F. Gaertn.,LARA2
989,Mangrove,Rhizophora mangle L.,RHMA2
990,desert ironwood,Olneya tesota,OLTE
991,Saltcedar (tamarisk species),Tamarix,TAMAR2
992,melaleuca,Melaleuca quinquenervia,MEQU
993,Chinaberry,Melia azedarach L.,MEAZ
994,Chinese Tallowtree,Triadica sebifera (L.) Small,TRSE6
995,Tung-Oil-Tree,Vernicia fordii (Hemsl.) Airy-Shaw,VEFO
996,Smoketree,Cotinus obovatus Raf.,COOB2
997,Russian Olive,Elaeagnus angustifolia L.,ELAN
998,Other Live/Dead Hardwood,Other Hardwood,2TD
999,Unknown species,Other,2TREE
5091,Washington hawthorn,Crataegus phaenopyrum,Cr-Ph
5092,fleshy hawthorn,Crataegus succulenta,Cr-Su
5093,dwarf hawthorn,Crataegus uniflora,Cr-Un
5491,Berlandier ash,Fraxinus berlandieriana,Fr-Be
7211,avocado,Persea americana,Pe-Am
8511,Graves oak,Quercus gravesii,Qu-Gr
8512,Mexican white oak,Quercus polymorpha,Qu-Po
8513,Buckley oak,Quercus buckleyi,Qu-Bu
8514,Lacey oak,Quercus laceyi,Qu-La
8651,Anacahuita Texas Olive,Cordia boissieri,Co-Bo
715,Maytenus palauica,Maytenus palauica,MAPA28
718,kesiamel,Osmoxylon truncatum,OSTR
5261,peach palm,Bactris gasipaes,BAGA2
6002,mulga,Acacia aneura,ACAN10
6003,auri,Acacia auriculiformis,ACAU
6004,small Philippine acacia,Acacia confusa,ACCO
6006,koa,Acacia koa,ACKO
6007,koaoha,Acacia koaia,ACKO2
6009,black wattle,Acacia mangium,ACMA12
6010,black wattle,Acacia mearnsii,ACME80
6011,blackwood,Acacia melanoxylon,ACME
6014,South Wales wattle,Acacia parramattensis,ACPA81
6028,red beadtree,Adenanthera pavonina,ADPA
6029,beadtree,Adenanthera spp.,ADENA
6042,Titimel,Aglaia mariannensis,AGMA14
6043,mesecheues,Aglaia palauensis,AGPA19
6044,"karasyu, marasau",Aglaia ponapensis,AGPO4
6046,laga ali,Aglaia samoensis,AGSA9
6047,Aglaia,Aglaia spp.,AGLAI
